Time,VAV_1:Des Heat Mass Flow [kg/s],VAV_1:Des Cool Mass Flow [kg/s],VAV_1:Des Heat Cap [W],VAV_1:Des Sens Cool Cap [W],VAV_2:Des Heat Mass Flow [kg/s],VAV_2:Des Cool Mass Flow [kg/s],VAV_2:Des Heat Cap [W],VAV_2:Des Sens Cool Cap [W],VAV_3:Des Heat Mass Flow [kg/s],VAV_3:Des Cool Mass Flow [kg/s],VAV_3:Des Heat Cap [W],VAV_3:Des Sens Cool Cap [W],VAV_5:Des Heat Mass Flow [kg/s],VAV_5:Des Cool Mass Flow [kg/s],VAV_5:Des Heat Cap [W],VAV_5:Des Sens Cool Cap [W] 
00:05:00,3.870569E+00,7.989600E+00,1.129368E+05,8.528798E+04,4.140871E+01,8.282614E+01,1.137934E+06,8.858550E+05,5.412964E+00,8.903463E+00,9.485770E+04,9.557243E+04,1.414254E+00,4.612752E+00,5.300796E+04,4.960051E+04 
00:10:00,3.869130E+00,7.964931E+00,1.129315E+05,8.485837E+04,4.139002E+01,8.254750E+01,1.137884E+06,8.811994E+05,5.415995E+00,8.855443E+00,9.484462E+04,9.488004E+04,1.414254E+00,4.605865E+00,5.300796E+04,4.944701E+04 
00:15:00,3.867693E+00,7.940327E+00,1.129262E+05,8.442949E+04,4.137135E+01,8.226995E+01,1.137834E+06,8.765561E+05,5.418996E+00,8.807682E+00,9.483166E+04,9.419058E+04,1.414254E+00,4.598971E+00,5.300796E+04,4.929342E+04 
00:20:00,3.866258E+00,7.915811E+00,1.129208E+05,8.400161E+04,4.135271E+01,8.199377E+01,1.137783E+06,8.719282E+05,5.421956E+00,8.760215E+00,9.481888E+04,9.350442E+04,1.414254E+00,4.592072E+00,5.300796E+04,4.913977E+04 
00:25:00,3.864825E+00,7.891399E+00,1.129155E+05,8.357491E+04,4.133408E+01,8.171913E+01,1.137733E+06,8.673178E+05,5.424873E+00,8.713062E+00,9.480628E+04,9.282181E+04,1.414254E+00,4.585169E+00,5.300796E+04,4.898608E+04 
00:30:00,3.863395E+00,7.867103E+00,1.129102E+05,8.314951E+04,4.131547E+01,8.144616E+01,1.137682E+06,8.627261E+05,5.427746E+00,8.666237E+00,9.479387E+04,9.214288E+04,1.414254E+00,4.578265E+00,5.300796E+04,4.883237E+04 
00:35:00,3.863487E+00,7.854846E+00,1.129105E+05,8.285959E+04,4.131656E+01,8.129537E+01,1.137685E+06,8.595094E+05,5.430578E+00,8.629306E+00,9.478164E+04,9.157531E+04,1.414254E+00,4.576387E+00,5.300796E+04,4.873524E+04 
00:40:00,3.863578E+00,7.842904E+00,1.129109E+05,8.257322E+04,4.131765E+01,8.114821E+01,1.137688E+06,8.563336E+05,5.433366E+00,8.592910E+00,9.476960E+04,9.101374E+04,1.414254E+00,4.574585E+00,5.300796E+04,4.863895E+04 
00:45:00,3.863670E+00,7.831099E+00,1.129112E+05,8.228839E+04,4.131874E+01,8.100286E+01,1.137691E+06,8.531781E+05,5.436113E+00,8.556860E+00,9.475774E+04,9.045607E+04,1.414254E+00,4.572803E+00,5.300796E+04,4.854288E+04 
00:50:00,3.863761E+00,7.819408E+00,1.129116E+05,8.200483E+04,4.131983E+01,8.085908E+01,1.137694E+06,8.500401E+05,5.438818E+00,8.521128E+00,9.474605E+04,8.990196E+04,1.414254E+00,4.571038E+00,5.300796E+04,4.844701E+04 
00:55:00,3.863853E+00,7.807811E+00,1.129119E+05,8.172232E+04,4.132091E+01,8.071667E+01,1.137697E+06,8.469175E+05,5.441483E+00,8.485691E+00,9.473455E+04,8.935117E+04,1.414254E+00,4.569288E+00,5.300796E+04,4.835131E+04 
01:00:00,3.863944E+00,7.796296E+00,1.129122E+05,8.144073E+04,4.132200E+01,8.057552E+01,1.137700E+06,8.438090E+05,5.444107E+00,8.450533E+00,9.472321E+04,8.880351E+04,1.414254E+00,4.567552E+00,5.300796E+04,4.825576E+04 
01:05:00,3.864035E+00,7.785058E+00,1.129126E+05,8.121294E+04,4.132309E+01,8.043760E+01,1.137703E+06,8.412437E+05,5.446693E+00,8.415851E+00,9.471205E+04,8.831189E+04,1.414254E+00,4.565827E+00,5.300796E+04,4.818568E+04 
01:10:00,3.864127E+00,7.774102E+00,1.129129E+05,8.098831E+04,4.132418E+01,8.030303E+01,1.137706E+06,8.387161E+05,5.449239E+00,8.381658E+00,9.470105E+04,8.782578E+04,1.414254E+00,4.564114E+00,5.300796E+04,4.811573E+04 
01:15:00,3.864218E+00,7.763429E+00,1.129133E+05,8.076688E+04,4.132526E+01,8.017183E+01,1.137709E+06,8.362263E+05,5.451747E+00,8.347960E+00,9.469022E+04,8.734521E+04,1.414254E+00,4.562412E+00,5.300796E+04,4.804589E+04 
01:20:00,3.864309E+00,7.753043E+00,1.129136E+05,8.054867E+04,4.132635E+01,8.004402E+01,1.137712E+06,8.337747E+05,5.454218E+00,8.314764E+00,9.467955E+04,8.687031E+04,1.414254E+00,4.560719E+00,5.300796E+04,4.797617E+04 
01:25:00,3.864400E+00,7.742946E+00,1.129139E+05,8.033370E+04,4.132743E+01,7.991962E+01,1.137715E+06,8.313614E+05,5.456652E+00,8.282081E+00,9.466904E+04,8.640116E+04,1.414254E+00,4.559036E+00,5.300796E+04,4.790655E+04 
01:30:00,3.864490E+00,7.733141E+00,1.129143E+05,8.012202E+04,4.132852E+01,7.979864E+01,1.137718E+06,8.289865E+05,5.459050E+00,8.249918E+00,9.465869E+04,8.593787E+04,1.414254E+00,4.557362E+00,5.300796E+04,4.783703E+04 
01:35:00,3.864581E+00,7.723425E+00,1.129146E+05,7.991134E+04,4.132960E+01,7.967899E+01,1.137721E+06,8.266267E+05,5.461412E+00,8.218072E+00,9.464848E+04,8.547815E+04,1.414254E+00,4.555697E+00,5.300796E+04,4.776762E+04 
01:40:00,3.864672E+00,7.713788E+00,1.129150E+05,7.970154E+04,4.133068E+01,7.956052E+01,1.137724E+06,8.242799E+05,5.463740E+00,8.186527E+00,9.463843E+04,8.502181E+04,1.414254E+00,4.554041E+00,5.300796E+04,4.769830E+04 
01:45:00,3.864762E+00,7.704223E+00,1.129153E+05,7.949255E+04,4.133177E+01,7.944313E+01,1.137727E+06,8.219455E+05,5.466034E+00,8.155275E+00,9.462853E+04,8.456876E+04,1.414254E+00,4.552394E+00,5.300796E+04,4.762908E+04 
01:50:00,3.864853E+00,7.694725E+00,1.129156E+05,7.928432E+04,4.133285E+01,7.932678E+01,1.137730E+06,8.196227E+05,5.468293E+00,8.124304E+00,9.461877E+04,8.411887E+04,1.414254E+00,4.550755E+00,5.300796E+04,4.755995E+04 
01:55:00,3.864943E+00,7.685289E+00,1.129160E+05,7.907678E+04,4.133393E+01,7.921141E+01,1.137732E+06,8.173108E+05,5.470520E+00,8.093602E+00,9.460915E+04,8.367201E+04,1.414254E+00,4.549124E+00,5.300796E+04,4.749091E+04 
02:00:00,3.865033E+00,7.675910E+00,1.129163E+05,7.886989E+04,4.133501E+01,7.909696E+01,1.137735E+06,8.150094E+05,5.472715E+00,8.063160E+00,9.459968E+04,8.322808E+04,1.414254E+00,4.547501E+00,5.300796E+04,4.742197E+04 
02:05:00,3.865123E+00,7.666700E+00,1.129166E+05,7.869023E+04,4.133609E+01,7.898481E+01,1.137738E+06,8.129873E+05,5.474877E+00,8.033124E+00,9.459034E+04,8.281405E+04,1.414254E+00,4.545886E+00,5.300796E+04,4.736578E+04 
02:10:00,3.865213E+00,7.657634E+00,1.129170E+05,7.851220E+04,4.133716E+01,7.887462E+01,1.137741E+06,8.109872E+05,5.477008E+00,8.003450E+00,9.458113E+04,8.240410E+04,1.414254E+00,4.544279E+00,5.300796E+04,4.730969E+04 
02:15:00,3.865303E+00,7.648724E+00,1.129173E+05,7.833591E+04,4.133824E+01,7.876640E+01,1.137744E+06,8.090092E+05,5.479109E+00,7.974122E+00,9.457206E+04,8.199805E+04,1.414254E+00,4.542680E+00,5.300796E+04,4.725368E+04 
02:20:00,3.865392E+00,7.639972E+00,1.129176E+05,7.816141E+04,4.133932E+01,7.866017E+01,1.137747E+06,8.070536E+05,5.481179E+00,7.945167E+00,9.456312E+04,8.159618E+04,1.414254E+00,4.541089E+00,5.300796E+04,4.719776E+04 
02:25:00,3.865482E+00,7.631381E+00,1.129180E+05,7.798873E+04,4.134039E+01,7.855596E+01,1.137750E+06,8.051208E+05,5.483219E+00,7.916576E+00,9.455431E+04,8.119842E+04,1.414254E+00,4.539505E+00,5.300796E+04,4.714193E+04 
02:30:00,3.865571E+00,7.622953E+00,1.129183E+05,7.781787E+04,4.134147E+01,7.845377E+01,1.137753E+06,8.032107E+05,5.485230E+00,7.888339E+00,9.454563E+04,8.080463E+04,1.414254E+00,4.537930E+00,5.300796E+04,4.708618E+04 
02:35:00,3.865661E+00,7.614577E+00,1.129186E+05,7.764759E+04,4.134254E+01,7.835222E+01,1.137756E+06,8.013077E+05,5.487212E+00,7.860326E+00,9.453707E+04,8.041337E+04,1.414254E+00,4.536362E+00,5.300796E+04,4.703052E+04 
02:40:00,3.865750E+00,7.606271E+00,1.129190E+05,7.747811E+04,4.134361E+01,7.825159E+01,1.137759E+06,7.994152E+05,5.489166E+00,7.832563E+00,9.452863E+04,8.002492E+04,1.414254E+00,4.534801E+00,5.300796E+04,4.697494E+04 
02:45:00,3.865839E+00,7.598025E+00,1.129193E+05,7.730930E+04,4.134468E+01,7.815186E+01,1.137762E+06,7.975327E+05,5.491092E+00,7.805048E+00,9.452031E+04,7.963926E+04,1.414254E+00,4.533248E+00,5.300796E+04,4.691945E+04 
02:50:00,3.865928E+00,7.589833E+00,1.129196E+05,7.714110E+04,4.134575E+01,7.805297E+01,1.137764E+06,7.956597E+05,5.492991E+00,7.777772E+00,9.451211E+04,7.925629E+04,1.414254E+00,4.531703E+00,5.300796E+04,4.686404E+04 
02:55:00,3.866017E+00,7.581692E+00,1.129199E+05,7.697346E+04,4.134682E+01,7.795487E+01,1.137767E+06,7.937955E+05,5.494863E+00,7.750728E+00,9.450403E+04,7.887592E+04,1.414254E+00,4.530165E+00,5.300796E+04,4.680872E+04 
03:00:00,3.866105E+00,7.573596E+00,1.129203E+05,7.680634E+04,4.134789E+01,7.785752E+01,1.137770E+06,7.919399E+05,5.496709E+00,7.723921E+00,9.449606E+04,7.849822E+04,1.414254E+00,4.528634E+00,5.300796E+04,4.675348E+04 
03:05:00,3.866194E+00,7.565543E+00,1.129206E+05,7.663970E+04,4.134896E+01,7.776089E+01,1.137773E+06,7.900923E+05,5.498529E+00,7.697309E+00,9.448820E+04,7.812273E+04,1.414254E+00,4.527111E+00,5.300796E+04,4.669833E+04 
03:10:00,3.866282E+00,7.557552E+00,1.129209E+05,7.647376E+04,4.135003E+01,7.766522E+01,1.137776E+06,7.882555E+05,5.500323E+00,7.671046E+00,9.448045E+04,7.775116E+04,1.414254E+00,4.525599E+00,5.300796E+04,4.664330E+04 
03:15:00,3.866371E+00,7.549612E+00,1.129213E+05,7.630838E+04,4.135109E+01,7.757037E+01,1.137779E+06,7.864279E+05,5.502091E+00,7.645093E+00,9.447281E+04,7.738307E+04,1.414254E+00,4.524095E+00,5.300796E+04,4.658836E+04 
03:20:00,3.866459E+00,7.541714E+00,1.129216E+05,7.614349E+04,4.135216E+01,7.747625E+01,1.137782E+06,7.846086E+05,5.503835E+00,7.619383E+00,9.446528E+04,7.701772E+04,1.414254E+00,4.522600E+00,5.300796E+04,4.653352E+04 
03:25:00,3.866547E+00,7.533856E+00,1.129219E+05,7.597904E+04,4.135322E+01,7.738281E+01,1.137785E+06,7.827969E+05,5.505555E+00,7.593914E+00,9.445785E+04,7.665508E+04,1.414254E+00,4.521112E+00,5.300796E+04,4.647876E+04 
03:30:00,3.866635E+00,7.526036E+00,1.129222E+05,7.581502E+04,4.135429E+01,7.729004E+01,1.137788E+06,7.809928E+05,5.507251E+00,7.568676E+00,9.445053E+04,7.629504E+04,1.414254E+00,4.519632E+00,5.300796E+04,4.642409E+04 
03:35:00,3.866723E+00,7.518253E+00,1.129226E+05,7.565141E+04,4.135535E+01,7.719791E+01,1.137790E+06,7.791958E+05,5.508923E+00,7.543673E+00,9.444331E+04,7.593765E+04,1.414254E+00,4.518159E+00,5.300796E+04,4.636950E+04 
03:40:00,3.866811E+00,7.510484E+00,1.129229E+05,7.548797E+04,4.135641E+01,7.710614E+01,1.137793E+06,7.774028E+05,5.510572E+00,7.518750E+00,9.443619E+04,7.558114E+04,1.414254E+00,4.516691E+00,5.300796E+04,4.631496E+04 
03:45:00,3.866898E+00,7.502737E+00,1.129232E+05,7.532477E+04,4.135747E+01,7.701481E+01,1.137796E+06,7.756149E+05,5.512198E+00,7.493949E+00,9.442917E+04,7.522603E+04,1.414254E+00,4.515229E+00,5.300796E+04,4.626049E+04 
03:50:00,3.866986E+00,7.495017E+00,1.129235E+05,7.516188E+04,4.135853E+01,7.692399E+01,1.137799E+06,7.738326E+05,5.513802E+00,7.469304E+00,9.442224E+04,7.487266E+04,1.414254E+00,4.513773E+00,5.300796E+04,4.620609E+04 
03:55:00,3.867073E+00,7.487325E+00,1.129239E+05,7.499930E+04,4.135959E+01,7.683367E+01,1.137802E+06,7.720561E+05,5.515384E+00,7.444819E+00,9.441541E+04,7.452109E+04,1.414254E+00,4.512325E+00,5.300796E+04,4.615177E+04 
04:00:00,3.867160E+00,7.479662E+00,1.129242E+05,7.483704E+04,4.136065E+01,7.674385E+01,1.137805E+06,7.702851E+05,5.516944E+00,7.420498E+00,9.440867E+04,7.417137E+04,1.414254E+00,4.510883E+00,5.300796E+04,4.609754E+04 
04:05:00,3.867248E+00,7.472127E+00,1.129245E+05,7.470157E+04,4.136171E+01,7.665550E+01,1.137808E+06,7.687841E+05,5.518482E+00,7.396436E+00,9.440203E+04,7.384991E+04,1.414254E+00,4.509449E+00,5.300796E+04,4.605605E+04 
04:10:00,3.867332E+00,7.464738E+00,1.129248E+05,7.456774E+04,4.136273E+01,7.656883E+01,1.137810E+06,7.673020E+05,5.519951E+00,7.372660E+00,9.439569E+04,7.353166E+04,1.414254E+00,4.508021E+00,5.300796E+04,4.601464E+04 
04:15:00,3.867416E+00,7.457495E+00,1.129251E+05,7.443556E+04,4.136375E+01,7.648388E+01,1.137813E+06,7.658392E+05,5.521406E+00,7.349175E+00,9.438940E+04,7.321670E+04,1.414254E+00,4.506601E+00,5.300796E+04,4.597331E+04 
04:20:00,3.867498E+00,7.450400E+00,1.129254E+05,7.430504E+04,4.136474E+01,7.640066E+01,1.137816E+06,7.643960E+05,5.522808E+00,7.325989E+00,9.438335E+04,7.290509E+04,1.414254E+00,4.505187E+00,5.300796E+04,4.593206E+04 
04:25:00,3.867579E+00,7.443456E+00,1.129257E+05,7.417621E+04,4.136574E+01,7.631919E+01,1.137818E+06,7.629724E+05,5.524205E+00,7.303107E+00,9.437732E+04,7.259690E+04,1.414254E+00,4.503780E+00,5.300796E+04,4.589088E+04 
04:30:00,3.867659E+00,7.436663E+00,1.129260E+05,7.404910E+04,4.136671E+01,7.623950E+01,1.137821E+06,7.615689E+05,5.525553E+00,7.280535E+00,9.437150E+04,7.229221E+04,1.414254E+00,4.502381E+00,5.300796E+04,4.584979E+04 
04:35:00,3.867736E+00,7.429924E+00,1.129263E+05,7.392258E+04,4.136765E+01,7.616064E+01,1.137824E+06,7.601746E+05,5.526844E+00,7.258181E+00,9.436592E+04,7.198996E+04,1.414254E+00,4.500988E+00,5.300796E+04,4.580877E+04 
04:40:00,3.867814E+00,7.423224E+00,1.129266E+05,7.379650E+04,4.136859E+01,7.608238E+01,1.137826E+06,7.587872E+05,5.528139E+00,7.236026E+00,9.436033E+04,7.168995E+04,1.414254E+00,4.499602E+00,5.300796E+04,4.576782E+04 
04:45:00,3.867890E+00,7.416585E+00,1.129269E+05,7.367112E+04,4.136951E+01,7.600492E+01,1.137829E+06,7.574087E+05,5.529389E+00,7.214084E+00,9.435493E+04,7.139234E+04,1.414254E+00,4.498223E+00,5.300796E+04,4.572696E+04 
04:50:00,3.867966E+00,7.410777E+00,1.129272E+05,7.355508E+04,4.137044E+01,7.593551E+01,1.137831E+06,7.561208E+05,5.530638E+00,7.193058E+00,9.434953E+04,7.110504E+04,1.414254E+00,4.496850E+00,5.300796E+04,4.568617E+04 
04:55:00,3.868040E+00,7.408410E+00,1.129274E+05,7.347776E+04,4.137134E+01,7.589931E+01,1.137833E+06,7.552066E+05,5.531841E+00,7.175330E+00,9.434434E+04,7.085486E+04,1.414254E+00,4.495482E+00,5.300796E+04,4.564543E+04 
05:00:00,3.868115E+00,7.412951E+00,1.129277E+05,7.347817E+04,4.137225E+01,7.593040E+01,1.137836E+06,7.550496E+05,5.533045E+00,7.164249E+00,9.433914E+04,7.067946E+04,1.414254E+00,4.494118E+00,5.300796E+04,4.560474E+04 
05:05:00,3.868191E+00,7.427961E+00,1.129280E+05,7.369776E+04,4.137318E+01,7.606319E+01,1.137838E+06,7.570507E+05,5.534258E+00,7.163163E+00,9.433390E+04,7.071791E+04,1.414254E+00,4.492761E+00,5.300796E+04,4.561481E+04 
05:10:00,3.868269E+00,7.456393E+00,1.129283E+05,7.406837E+04,4.137413E+01,7.632646E+01,1.137841E+06,7.605199E+05,5.535471E+00,7.174853E+00,9.432866E+04,7.090011E+04,1.414254E+00,4.491411E+00,5.300796E+04,4.562496E+04 
05:15:00,3.868347E+00,7.499709E+00,1.129286E+05,7.460646E+04,4.137508E+01,7.673541E+01,1.137844E+06,7.656285E+05,5.536677E+00,7.200881E+00,9.432345E+04,7.124366E+04,1.414254E+00,4.490070E+00,5.300796E+04,4.563521E+04 
05:20:00,3.868426E+00,7.558306E+00,1.129289E+05,7.531650E+04,4.137604E+01,7.729467E+01,1.137846E+06,7.724282E+05,5.537875E+00,7.241764E+00,9.431828E+04,7.175436E+04,1.414254E+00,4.488740E+00,5.300796E+04,4.564558E+04 
05:25:00,3.868506E+00,7.632596E+00,1.129292E+05,7.620312E+04,4.137701E+01,7.800857E+01,1.137849E+06,7.809681E+05,5.539063E+00,7.298041E+00,9.431315E+04,7.243827E+04,1.414254E+00,4.487427E+00,5.300796E+04,4.565615E+04 
05:30:00,3.868586E+00,7.718115E+00,1.129295E+05,7.721608E+04,4.137799E+01,7.883445E+01,1.137851E+06,7.907679E+05,5.540241E+00,7.365607E+00,9.430806E+04,7.324920E+04,1.414254E+00,4.486136E+00,5.300796E+04,4.566696E+04 
05:35:00,3.868666E+00,7.810844E+00,1.129298E+05,7.831016E+04,4.137896E+01,7.973375E+01,1.137854E+06,8.013939E+05,5.541406E+00,7.440756E+00,9.430303E+04,7.414545E+04,1.414254E+00,4.484870E+00,5.300796E+04,4.567806E+04 
05:40:00,3.868747E+00,7.907186E+00,1.129301E+05,7.944491E+04,4.137995E+01,8.067175E+01,1.137857E+06,8.124552E+05,5.542560E+00,7.520166E+00,9.429805E+04,7.508965E+04,1.414254E+00,4.483636E+00,5.300796E+04,4.568952E+04 
05:45:00,3.868828E+00,8.005714E+00,1.129304E+05,8.060427E+04,4.138093E+01,8.163414E+01,1.137859E+06,8.237912E+05,5.543702E+00,7.602404E+00,9.429312E+04,7.606569E+04,1.414254E+00,4.482441E+00,5.300796E+04,4.570141E+04 
05:50:00,3.868909E+00,8.105043E+00,1.129307E+05,8.177265E+04,4.138192E+01,8.260741E+01,1.137862E+06,8.352497E+05,5.544832E+00,7.686131E+00,9.428824E+04,7.705848E+04,1.414254E+00,4.481292E+00,5.300796E+04,4.571382E+04 
05:55:00,3.868990E+00,8.201638E+00,1.129310E+05,8.291028E+04,4.138291E+01,8.355750E+01,1.137865E+06,8.464475E+05,5.545949E+00,7.768006E+00,9.428341E+04,7.803046E+04,1.414254E+00,4.480194E+00,5.300796E+04,4.572681E+04 
06:00:00,3.869071E+00,8.295951E+00,1.129313E+05,8.402225E+04,4.138390E+01,8.448808E+01,1.137867E+06,8.574261E+05,5.547054E+00,7.848333E+00,9.427864E+04,7.898504E+04,1.414254E+00,4.479153E+00,5.300796E+04,4.574044E+04 
06:05:00,3.804575E+00,8.592429E+00,1.126839E+05,8.753607E+04,4.073689E+01,8.744933E+01,1.136054E+06,8.925244E+05,5.483090E+00,8.132386E+00,9.455442E+04,8.235902E+04,1.414254E+00,4.572227E+00,5.300796E+04,4.687663E+04 
06:10:00,3.739853E+00,8.892921E+00,1.124173E+05,9.109498E+04,4.008782E+01,9.045483E+01,1.134084E+06,9.281200E+05,5.416256E+00,8.421440E+00,9.484218E+04,8.578921E+04,1.414254E+00,4.666908E+00,5.300796E+04,4.803091E+04 
06:15:00,3.674999E+00,9.193108E+00,1.121310E+05,9.465031E+04,3.943775E+01,9.346139E+01,1.131955E+06,9.637259E+05,5.341826E+00,8.711970E+00,9.516268E+04,8.923587E+04,1.414254E+00,4.762078E+00,5.300796E+04,4.919065E+04 
06:20:00,3.609825E+00,9.492058E+00,1.118227E+05,9.819157E+04,3.878485E+01,9.645999E+01,1.129649E+06,9.992407E+05,5.258146E+00,9.003463E+00,9.552318E+04,9.269323E+04,1.414254E+00,4.857685E+00,5.300796E+04,5.035524E+04 
06:25:00,3.544582E+00,9.789191E+00,1.114926E+05,1.017122E+05,3.813147E+01,9.944525E+01,1.127169E+06,1.034604E+06,5.166232E+00,9.295485E+00,9.591955E+04,9.615641E+04,1.414254E+00,4.953675E+00,5.300796E+04,5.152409E+04 
06:30:00,3.479239E+00,1.008401E+01,1.111390E+05,1.052067E+05,3.747726E+01,1.024125E+02,1.124499E+06,1.069763E+06,5.067306E+00,9.587569E+00,9.634620E+04,9.962016E+04,1.414254E+00,5.050015E+00,5.300796E+04,5.269683E+04 
06:35:00,3.478384E+00,1.017149E+01,1.111342E+05,1.063678E+05,3.747020E+01,1.033066E+02,1.124469E+06,1.081591E+06,5.027451E+00,9.673868E+00,9.651799E+04,1.007680E+05,1.414254E+00,5.052627E+00,5.300796E+04,5.281469E+04 
06:40:00,3.477675E+00,1.024934E+01,1.111302E+05,1.074206E+05,3.746444E+01,1.041106E+02,1.124445E+06,1.092406E+06,4.985241E+00,9.752699E+00,9.670027E+04,1.018319E+05,1.414254E+00,5.054005E+00,5.300796E+04,5.291862E+04 
06:45:00,3.477030E+00,1.032088E+01,1.111266E+05,1.084025E+05,3.745898E+01,1.048570E+02,1.124422E+06,1.102572E+06,4.946032E+00,9.826486E+00,9.686964E+04,1.028391E+05,1.414254E+00,5.055253E+00,5.300796E+04,5.302112E+04 
06:50:00,3.476644E+00,1.038648E+01,1.111245E+05,1.093176E+05,3.745572E+01,1.055494E+02,1.124409E+06,1.112133E+06,4.931395E+00,9.894911E+00,9.693284E+04,1.037860E+05,1.414254E+00,5.056416E+00,5.300796E+04,5.312268E+04 
06:55:00,3.476271E+00,1.044637E+01,1.111224E+05,1.101685E+05,3.745236E+01,1.061893E+02,1.124394E+06,1.121104E+06,4.922081E+00,9.958072E+00,9.697282E+04,1.046738E+05,1.414254E+00,5.057537E+00,5.300796E+04,5.322381E+04 
07:00:00,3.475947E+00,1.050071E+01,1.111205E+05,1.109570E+05,3.744931E+01,1.067789E+02,1.124380E+06,1.129508E+06,4.913804E+00,1.001610E+01,9.700835E+04,1.055038E+05,1.414254E+00,5.058645E+00,5.300796E+04,5.332480E+04 
07:05:00,3.475667E+00,1.055042E+01,1.111189E+05,1.119470E+05,3.744661E+01,1.073271E+02,1.124368E+06,1.139982E+06,4.906331E+00,1.006982E+01,9.704046E+04,1.065389E+05,1.414254E+00,5.059759E+00,5.300796E+04,5.355260E+04 
07:10:00,3.475423E+00,1.059584E+01,1.111175E+05,1.128887E+05,3.744424E+01,1.078372E+02,1.124357E+06,1.150029E+06,4.899491E+00,1.011955E+01,9.706986E+04,1.075290E+05,1.414254E+00,5.060891E+00,5.300796E+04,5.378062E+04 
07:15:00,3.475208E+00,1.063716E+01,1.111163E+05,1.137844E+05,3.744215E+01,1.083125E+02,1.124348E+06,1.159683E+06,4.893151E+00,1.016566E+01,9.709713E+04,1.084786E+05,1.414254E+00,5.062052E+00,5.300796E+04,5.400898E+04 
07:20:00,3.475016E+00,1.067391E+01,1.111151E+05,1.146286E+05,3.744030E+01,1.087480E+02,1.124340E+06,1.168890E+06,4.887230E+00,1.020796E+01,9.712262E+04,1.093853E+05,1.414254E+00,5.063249E+00,5.300796E+04,5.423775E+04 
07:25:00,3.474844E+00,1.070520E+01,1.111142E+05,1.154113E+05,3.743864E+01,1.091348E+02,1.124332E+06,1.177550E+06,4.881673E+00,1.024549E+01,9.714655E+04,1.102383E+05,1.414254E+00,5.064485E+00,5.300796E+04,5.446698E+04 
07:30:00,3.474688E+00,1.073157E+01,1.111133E+05,1.161388E+05,3.743716E+01,1.094780E+02,1.124326E+06,1.185720E+06,4.876437E+00,1.027881E+01,9.716910E+04,1.110439E+05,1.414254E+00,5.065765E+00,5.300796E+04,5.469671E+04 
07:35:00,3.474548E+00,1.075340E+01,1.111125E+05,1.168152E+05,3.743583E+01,1.097805E+02,1.124320E+06,1.193430E+06,4.871487E+00,1.030831E+01,9.719044E+04,1.118066E+05,1.414254E+00,5.067093E+00,5.300796E+04,5.492699E+04 
07:40:00,3.474419E+00,1.077285E+01,1.111117E+05,1.174647E+05,3.743462E+01,1.100619E+02,1.124314E+06,1.200904E+06,4.866797E+00,1.033597E+01,9.721066E+04,1.125486E+05,1.414254E+00,5.068473E+00,5.300796E+04,5.515787E+04 
07:45:00,3.474302E+00,1.079058E+01,1.111110E+05,1.180950E+05,3.743353E+01,1.103284E+02,1.124310E+06,1.208211E+06,4.862342E+00,1.036238E+01,9.722987E+04,1.132765E+05,1.414254E+00,5.069903E+00,5.300796E+04,5.538932E+04 
07:50:00,3.474194E+00,1.080783E+01,1.111104E+05,1.187199E+05,3.743253E+01,1.105913E+02,1.124305E+06,1.215477E+06,4.858103E+00,1.038866E+01,9.724816E+04,1.140030E+05,1.414254E+00,5.071380E+00,5.300796E+04,5.562131E+04 
07:55:00,3.474095E+00,1.082636E+01,1.111098E+05,1.193592E+05,3.743162E+01,1.108682E+02,1.124301E+06,1.222900E+06,4.854064E+00,1.041658E+01,9.726559E+04,1.147480E+05,1.414254E+00,5.072905E+00,5.300796E+04,5.585384E+04 
